estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
Taberna Luxor,5868953,restaurante-review,caducampos,2017-05-03,2017-04-14,4.0,"Bom restaurante","Se não quiser ir ao centro, por qualquer motivo, dentro do hotel tem um restaurante bom com boas opções no cardápio."
Taberna Luxor,5868953,restaurante-review,bdrlobo,2017-01-27,2017-01-14,5.0,"Muito bom","Jantamos no Taberna Luxor, restaurante que fica dentro do Hotel Luxor. Comida excelente atendimento atencioso. Voltaremos com certeza."
Taberna Luxor,5868953,restaurante-review,madmaxdf,2017-01-17,2016-07-14,5.0,"Super Aconchegante e Romântica!","Vale a pena um jantar à luz de velas no restaurante estabelecido numa antiga senzala, dentro do hotel Luxor!"
Taberna Luxor,5868953,restaurante-review,Climber655987,2016-11-06,2015-12-14,4.0,"Sem comentários!!!!","Muito, muito bom!!!! Culinária, cervejas deliciosíssimas e tudo de bom o lugar! Sem contar com um atendimento de primeira!!!!"
Taberna Luxor,5868953,restaurante-review,madmaxdf,2016-09-26,2016-07-14,5.0,"Alto Nível!","Comida deliciosa, vinhos à escolha, ambiente agradabilíssimo! É um ótimo lugar para um jantar romântico, mesmo que não sejam hóspedes do hotel onde ele fica!"
Taberna Luxor,5868953,restaurante-review,Zenita Maria D,2016-07-13,2016-07-14,3.0,"Aconchegante","Muito bonito, porém minusculo, o ambiente com a música e a luz de vela é muito romântico, porém preços altos."
Taberna Luxor,5868953,restaurante-review,dribellazzi,2016-06-13,2016-06-14,2.0,"Decepção ","O restaurante é muito charmoso, o garçom foi gentil; porém não tivemos sucesso na escolha dos pratos. Hoje está bem frio então meu marido que adora canja, pediu uma e eu um fettuccine. Quando os pratos chegaram que surpresa desagradável, a canja veio minúscula e...Mais"
Taberna Luxor,5868953,restaurante-review,analuciaquino,2016-06-13,2016-06-14,5.0,"Excelente","Optamos por jantar no Taberna Luxor, restaurante do hotel, onde ficamos hospedados. Ótima escolha! Fomos muito bem servidos. O filet au poivre. Delicioso! O atendimento é nota dez."
Taberna Luxor,5868953,restaurante-review,883lucasm,2016-05-28,2016-05-14,4.0,"Comida muito boa","Ambiente muito agradável, com comida muito boa. Porém devido ao lugar ser de espaço bastante limitado, 6 a 8 mesas, recomendo reservar antes de ir. Como tudo é preparado após o pedido a comida pode demorar um pouco. Sem contar com o detalhe romântico da...Mais"
Taberna Luxor,5868953,restaurante-review,ClaraLens,2016-01-14,2016-01-14,4.0,"Jantar agradável","O restaurante fica dentro do hotel Luxor, ambiente pequeno, aconchegante, à luz de velas. Garçom muito educado. A comida é simples, mas gostosa."
Taberna Luxor,5868953,restaurante-review,JOÃO AUGUSTO M,2016-01-14,2016-01-14,5.0,"Local incomum","Estive neste Restaurante a 30 anos atras, e tudo ainda é o mesmo. Local incrivel todo de pedras e dormentes. Cardapio pequeno mas pratos deliciosos. Vale a pena conhecer."
Taberna Luxor,5868953,restaurante-review,Mcalim,2016-01-08,2015-12-14,4.0,"Muito bom","Serve uma boa comida, lugar bem aconchegante, serve pratos variados com um bom prêço. Ótima opção pra quem não quer ir ao centro comer."
Taberna Luxor,5868953,restaurante-review,ChrisAzevedo,2015-09-18,2015-09-14,3.0,"Comida simples, mas saborosa","A comida é saborosa, mas não corresponde à descrição do cardápio. Pedimos o foundue de carne que viria acompanhado de batata rosti e salada, o prato apresentado foi um purê de batatas com uma folha de alface e meio tomate cortado. Seria interessante revisar o...Mais"
Taberna Luxor,5868953,restaurante-review,Christina L,2015-08-03,2015-08-14,4.0,"Muito bom","Comida boa, com preço razoável. O filet au poivre merece destaque, com uma porção generosa e muito saborosa. O atendimento é excelente e a flexibilidade na mudança de um acompanhamento também pontuou a favor do restaurante. O ambiente é pequeno, com oito mesas, mas muito...Mais"
Taberna Luxor,5868953,restaurante-review,tiogegeca,2015-08-01,2015-08-14,5.0,"Muito bom como sempre","O lugar permanece mas o pessoal muda e continua bom, como na maioria das reviews descreve. Ótimo filet au poivre. A abobrinha do couvert vale muito a pena!"
Taberna Luxor,5868953,restaurante-review,AndreMiguel,2015-07-31,2015-07-14,4.0,"Taberna século XVIII","boa comida e ambiente com clima de século XVIII; sinta-se na Era Colonial; a comida pode demorar com restaurante cheio, por isso, chegue entre 19 e 19:30 h"
Taberna Luxor,5868953,restaurante-review,danielfonsecalucinda,2015-07-08,2014-08-14,5.0,"BOM DEMAIS!","Muito aconchegante, comida ótima, preço excelente, atendimento nota 10, recomendo demais. Voltaria novamente com certeza."
Taberna Luxor,5868953,restaurante-review,Marli D,2015-06-25,2015-06-14,4.0,"Romântico","Muito legal! Bom atendimento, pratos muito bem elaborados, preços razoáveis e carta de vinho variada."
Taberna Luxor,5868953,restaurante-review,adrianagrechi,2015-04-27,None,4.0,"Jantar romântico","O jantar servido foi muito bom. Após um longo dia de estrada, ficamos encantados com a  hospitalidade e a comida excelente. Éramos hóspedes mas mesmo não sendo recomendo o restaurante."
Taberna Luxor,5868953,restaurante-review,Prscila_Cordeiro,2015-04-15,2015-04-14,5.0,"Comida Excelente, Atendimento único","Apesar de não ter experimentado nenhuma comida típica de Minas lá, a Taberna Luxor tem um cardápio excelente, de Massas a Carnes."
Taberna Luxor,5868953,restaurante-review,rlcastro1984,2015-01-23,None,4.0,"Muito bom e bonito ","Restaurante lindo,comida muito gostosa;atendimento legal e uma carta de vinhos razoável. O único porém é o preço,achei caro pelos pratos e a quantidade servida. Tenho ciência que na alta gastronomia os pratos não são muito fartos e são mais  caros. Porém acho que faltou um...Mais"
Taberna Luxor,5868953,restaurante-review,29paulat,2014-12-29,2014-12-14,4.0,"Feliz Reencontro","Estive na Taberna Luxor pela 1ª vez há 25 anos e apesar de ter voltado à Ouro Preto inúmeras outras vezes nunca tinha conseguido retornar à Taberna. Desta vez, como estamos passando alguns dias aqui consegui localizá-la e tive a grata supresa de encontrá-la da...Mais"
Taberna Luxor,5868953,restaurante-review,mayara1209,2014-11-18,2014-10-14,5.0,"Otima opção","Pra quem está hospedado no Luxor é uma otima pedida.
Boas opções no cardapio e preço acessivel.
O maior charme da taberna é sua estrutura bastante rustica!"
Taberna Luxor,5868953,restaurante-review,rodrigo jorge f,2014-10-30,2014-07-14,3.0,"Bom","Lugar bom e agradável. Comida boa e requintada. Atendimento legal. O único ponto negativo é o preço, pois destoa do restante de Ouro Preto."
Taberna Luxor,5868953,restaurante-review,Anderson_Chagas2014,2014-10-19,2014-02-14,4.0,"Conforto e boa gastronomia","A localização é muito boa, pertinho da Igreja de N. Sra. da Conceição. O ambiente do restaurante é muito bacana. Comida requintada e preço justo, tendendo a caro."
Taberna Luxor,5868953,restaurante-review,Fabio R,2014-10-08,2014-09-14,5.0,"Lugar lindo","Quem vai a ouro preto precisa ir nesse lugar, a decoração é linda, otimo aendimento e tudo de bom...."
Taberna Luxor,5868953,restaurante-review,Vinicios R,2014-09-29,2014-09-14,4.0,"boa música","Boa música, pessoas animadas, cerveja ouropretana e um atendimento gentil e atencioso. Recomendo uma visita!"
Taberna Luxor,5868953,restaurante-review,pspatinha,2014-09-28,2014-09-14,4.0,"Delicioso","O restaurante conta com um delicioso fondue, bem localizado e com um bom atendimento, funciona dentro de um hotel."
Taberna Luxor,5868953,restaurante-review,Marcos O,2014-08-21,2013-09-14,5.0,"Fondue de carne maravilhoso!","Tivemos a oportunidade de experimentar este restaurante que funciona no Hotel Luxor. No mesmo local onde é servido o café da manhã para os hóspedes. É um porão de pedra muito bem decorado e bem intimista. Serviço profissional e simpático e comida deliciosa. O fondue...Mais"
Taberna Luxor,5868953,restaurante-review,Paulo0905,2014-07-28,2014-07-14,4.0,"Muito Gostoso","Lugar com uma comida gostosa, boas opções no cardápio, um atendimento impecável e um ambiente memorável."
Taberna Luxor,5868953,restaurante-review,SaraRodrigo,2014-06-09,2013-08-14,4.0,"Delicia","Que comida fenomenal, lugar gostoso e aconhegante, super delicia os pratos , confira vale a pena, vc vai adorar"
Restaurante Grande Hotel ,5869281,restaurante-review,Pat-Barros-Junq,2019-06-22,2019-06-14,1.0,"Não recomendo","Almocei no dia 22 de junho, o bife ancho pedi mau passado veio frio e torrado, o arroz piamontese gelado ,a batata frita gelada e dura parecia que tinha fritado no dia anterior"
Restaurante Grande Hotel ,5869281,restaurante-review,cristianep2013,2018-01-02,2018-01-14,3.0,"Réveillon - A Ceia ! ","Estive em Ouro Preto desde o dia 29/12/2017, fiz algumas caminhadas pelas ladeiras da região, não muitas porque é muita ladeira compondo as ruas da cidade, então por onde eu passava pesquisava sobre um bom lugar para a ceia. Mas não tinham muito o que...dizer, falavam do  O Passos  que me pareceu muito bom, prometia uma noite de jazz com as opções do menu especial da noite dividido por ambientes, fora que era elegante, mais o valor estava R$280 sem bebida, e por pessoa, e um outro  O Sotao  que teria um cardápio mais típico a região, e a noite seria de samba. Valor R$180 sem bebidas e por pessoa. Daí pela história do grande hotel, optei por ele que estava R$ 175 por pessoa, e também sem bebidas. Mas foi uma noite simples, comidas simples ( empadão, salada de folhas, arroz com e sem passas, farofa de passas, carne de porco, carne - filé mignon) Sobremesa: Pudim, mousse de maracujá e Banana com creme. O clima foi bem tranquilo, música MPB ambiente se revezava com um artista local. Nada que justifique o valor.Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,kricadantas,2017-11-24,2017-11-14,5.0,"Comida quase perfeita!","Fui ao self service do Fórum das Letras oferecido pelo GH. Todos os dias, em qualquer horário dentro dos disponibilizados para refeição a comida estava EXCELENTE! Não havia um riqueza de opções, mas a comida era tão boa que, independente do que colocasse no prato,...você sairia satisfeito. Fora a vista extraordinária da varanda do restaurante! Mais que recomendado (apesar do preço das bebidas).Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,FernandaF658,2017-11-03,2017-11-14,5.0,"Ótimo atendimento, estacionamento e comida para todos os gostos","O restaurante possui estacionamento do hotel e este foi o motivo inicial para a decisão de almoçar lá. Sobre a minha experiência: ótimo atendimento, comida saborosa para todos os gostos (cozinha típica mineira e internacional) e vista linda! Recomendo! Para quem gosta de comida agridoce...sugiro o filé ao molho de jaboticaba com risoto de Gruyere, delicioso!Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Veridiana O,2017-01-18,2016-10-14,4.0,"Bom, tranquilo e atendimento excelente.","O restaurante é bom mas o melhor é a arquitetura do local. Boa escolha para quem gosta de arquitetura e que um pouco de tranquilidade para realizar a refeição."
Restaurante Grande Hotel ,5869281,restaurante-review,Patricia B,2016-10-20,2016-10-14,3.0,"Excelente vista","Ficamos hospedados neste hotel, e no dia que chegamos acabamos almoçando por lá mesmo. A comida estava boa, mas demorou muito para ser servida. A vista que se tem da cidade é fantástica."
Restaurante Grande Hotel ,5869281,restaurante-review,Afonsoccr,2016-09-11,2016-09-14,4.0,"Ótimo restaurante","Localizado no Grande Hotel, o restaurante Oscar ( em homenagem a Oscar Niemeyer) fica num grande e arejado salão com opção de uma varanda aberta que se abre para uma bela vista da cidade. O cardápio possui opções que demonstram um apuro culinário e os...pratos pedidos por nós não decepcionaram. O atendimento é cuidadoso e os valores não são altos para o que nos é oferecido. Só a imersão neste prédio (que já foi polêmico) que nos remete a uma época áurea da arquitetura, design e música brasileira já é o suficiente para se fazer uma visita.Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Ma_Machado110,2016-07-28,2016-07-14,4.0,"Delicia","Comida ótima,ótimo serviço,ambiente agradavél, vista para o centro da cidade muito bonita , tem mesas na varanda  se preferir"
Restaurante Grande Hotel ,5869281,restaurante-review,arianamelo,2016-07-28,2015-08-14,4.0,"Lugar agradável","A comida é boa, porém não há tantas opções. Tem self-service e pratos à la carte. Não é muito barato, preços médios. O lugar é agradável, arejado, tem uma vista linda dos morros de Ouro Preto, sem contar com a arquitetura incrível idealizada por Oscar...Niemeyer.Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,christianar2015,2016-06-17,2016-06-14,4.0,"Amplo, arejado!","Restaurante do Grande Hotel! Não provei as refeições mas tive a oportunidade de conhecer o restaurante ao tomar café da manhã, por sinal muito bom! Restaurante amplo, arejado, com varanda!"
Restaurante Grande Hotel ,5869281,restaurante-review,Luciana P,2016-06-06,2016-06-14,5.0,"Excelente ","Boa dica para quem pretende almoçar com vista para a cidade de Ouro PReto degustando de uma boa comida mineira com um bom custo/benefício."
Restaurante Grande Hotel ,5869281,restaurante-review,Julio S,2016-05-27,2016-05-14,5.0,"Restaurante Top!","Restaurante refinado com atendimento impecável realizado por uma equipe muito bem treinada e atenciosa. Cardápio com muitas opções (desde pratos elaborados como filé com molho de jabuticabas, até pratos típicos e opções de cardápio kids). O chef prepara tudo com maestria e a vista e...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,GregoriFarinelli,2016-04-23,2015-09-14,5.0,"Escolha certa para quem deseja uma ótima refeição","De ótima qualidade e num ambiente tranquilo e familiar, o restaurante do Grande Hotel, possui uma vista espetacular para os morros da cidade. A comida é ótima e possui um sabor típico da cidade Ouro Preto, vale muito a pena."
Restaurante Grande Hotel ,5869281,restaurante-review,christiane p,2016-04-03,2016-04-14,5.0,"excelente!","Uma ótima opção de restaurante para quem vai à Ouro Preto. Local com uma vista maravilhosa da cidade, tranquilo e o mais importante, com uma comida deliciosa. Vale a pena ir conhecer!"
Restaurante Grande Hotel ,5869281,restaurante-review,Maria João D,2016-02-12,2016-01-14,5.0,"Excelente refeição!","Uma das nossas melhores refeições em Minas Gerais e, certamente, a melhor em Ouro Preto.
O local é fabuloso.
A comida excelente. E a relação qualidade-preço imbatível!"
Restaurante Grande Hotel ,5869281,restaurante-review,Deniza20142014,2016-01-04,2016-01-14,5.0,"Super indico !!!","Ambiente agradável, com funcionários super atenciosos e capacitados. A comida é maravilhosa e com um preço legal. A vista da varanda é uma atração a parte  durante as refeições.Super indico !!!"
Restaurante Grande Hotel ,5869281,restaurante-review,renatag344,2016-01-03,2016-01-14,4.0,"Comida saborosa e farta!","Hotel com projeto do Niemeyer, restaurante aberto ao público no Centro Histórico da cidade. As mesas da varanda proporcionam uma vista maravilhosa da cidade.

Cardápio variado, comida bem farta e saborosas!

Atendimento bom, porém, um pouco displicente, mas não compromete, só ter um pouco de...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Rafael F,2016-01-02,2015-12-14,4.0,"Oscar Boteco e Restaurante","O Restaurante do Grande Hotel, hoje chamado de Oscar Boteco e Restaurante, possui como principal atração a vista da cidade, vislumbrada de sua varanda."
Restaurante Grande Hotel ,5869281,restaurante-review,Luzia F,2016-01-02,2015-12-14,5.0,"Pratos deliciosos com preços justo.","Restaurante muito bom, pratos saborosos, como : file ao molho de jabuticaba , frango grelhado , saladas diversas etc..aberto ao público, não precisa ser hóspede do hotel."
Restaurante Grande Hotel ,5869281,restaurante-review,Marcos O,2015-12-25,2015-12-14,5.0,"Momentos agradáveis!...","Mais um almoço excelente! Comida deliciosa. Atendimento impecável. Valor compatível.
Local com uma vista privilegiada de Ouro Preto situado no mezanino do Grande Hotel. Música ambiente de qualidade. Arquitetura de Oscar Niemeyer e móveis de Sérgio Rodrigues. Até o pintor Guignard se rendeu ao local......Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Jocaplg,2015-10-10,2015-10-14,5.0,"Boa opção","Mesmo em um grupo grande, cerca de 40 pessoas, o atendimento foi bom, os pratos demoraram um tempo razoável em função da quantidade de pessoas. Os pratos são bem servidos e muito bons"
Restaurante Grande Hotel ,5869281,restaurante-review,Beth E,2015-09-26,2015-09-14,5.0,"Sensacional","´Tão bom quanto a culinária diferenciada é a vista panorâmica da cidade  de Ouro Preto a partir deste local tão especial, projetado por Oscar Niemeyer. A simpatia dos funcionários é algo especial. Parabéns!"
Restaurante Grande Hotel ,5869281,restaurante-review,hegel79,2015-08-25,2015-08-14,4.0,"Comida boa, ambiente agradavel","Fomos jantar là, o risoto estava ótimo e a escolha de vinhos ótima e com preços razoáveis. A musica jazz agradável vinha de um outro lugar, mas deu para escutar muito bem. Atendimento excelente. Recomendo!"
Restaurante Grande Hotel ,5869281,restaurante-review,Antero S,2015-06-27,2015-03-14,3.0,"Boa comida, cardápio restrito.","O local possui dois ambientes, um interno e a varanda. Na varanda se tem um vista parcial da cidade. O serviço é bom mas não chega a ser um destaque, o cardápio é bem restrito em todos os itens. A comida é muito boa mas...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,ClarissaBBL,2015-05-05,2015-05-14,5.0,"Prato bem servido e uma vista inesquecível !!!","O restaurante é muito agrável tem uma vista encantadora , super bem atendidos ,e a comida deliciosa com preço muito justo."
Restaurante Grande Hotel ,5869281,restaurante-review,Marcos O,2015-04-25,2015-04-14,5.0,"Dá vontade de comer as fotos do cardápio!!!...","Tivemos o prazer de almoçar mais uma vez no restaurante Grande Hotel. Pedimos o delicioso frango ao molho pardo para ser comido de joelhos. Para aguardar o prato experimentamos o couvert, que é uma delícia. A camponata de berinjela é divina. Seria uma leviandade dizer...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Lenise2014,2015-04-12,2015-04-14,3.0,"Vista linda, comida razoável","O restaurante fica no mezanino do hotel. O cardápio combina comida mineira e alguns pratos italianos e de comida brasileira. O atendimento é bom, mas o salmão estava meio ressecado. As fotos estavam bem mais apetitosas do que o prato. No entanto, o preço é...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Felipe S,2015-03-05,2015-03-14,4.0,"Agradável","Ambiente agradável, vista maravilhosa e comida em porções fartas e muito saborosa. Valor médio de R$ 50 por pessoa, incluindo bebidas. O ponto a melhorar é a demora excessiva para a chegada dos pratos. Pedimos uma salada e um filé, que demoraram quase 40 minutos...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Pestana265,2015-01-13,2014-12-14,4.0,"Muito bom","Gostei muito do restaurante, localização e a vista para cidade.  Fomos para almoçar, era dia de semana e o cardápio estava com todas as opções. Gostei muito da comida. Ótimo custo x benefício."
Restaurante Grande Hotel ,5869281,restaurante-review,Casasanta,2015-01-12,2015-01-14,5.0,"comida e música maravilhosa","É a minha terceira passagem pelo restaurante do Grande Hotel de Ouro Preto e tal foi a surpresa desta vez ao me deparar com um ambiente renovado, e com uma música ao vivo de primeiríssima qualidade do Kzual Trio. A comida estava deliciosa e o...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Marcos O,2014-12-25,2014-12-14,5.0,"Almoço de Natal maravilhoso!!!...","Procurando as pouquíssimas opções de restaurantes em Ouro Preto no dia de Natal, deparamos com a oportunidade de conhecer o que funciona dentro do Grande Hotel. Foi uma agradável surpresa! Estacionamento para o carro, atendimento atencioso e cortês, comida deliciosa, ambiente confortável e com uma...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Fernando A,2014-12-08,2014-11-14,5.0,"Excelente","Comida excelente, bem servida, bom custo benefício. Quando fomos, comemos o feijão tropero e a picanha!"
Restaurante Grande Hotel ,5869281,restaurante-review,Irineu R,2014-10-29,2014-10-14,4.0,"Comida gostosa","O restaurante fica dentro do Grande Hotel, prédio feito por Oscar Niemeyer na cidade. O edifício destoa das construções vizinhas. A comida é boa e o preço justo. Vale a pena"
Restaurante Grande Hotel ,5869281,restaurante-review,JOSIE7474,2014-09-03,2014-09-14,4.0,"Culinária Mineira","É um lugar belíssimo que tem um restaurante chamado A Varanda, dentro do Grande Hotel Ouro Preto, tem uma vista do alto da cidade, conforme seu nome indica, e fica dentro do hotel projetado por Niemeyer no começo da sua carreira."
Restaurante Grande Hotel ,5869281,restaurante-review,Wagnercavalare,2014-08-18,2014-07-14,5.0,"Comida mineira de qualidade!","Além de ser um ótimo hotel para visitantes, conta com uma vista maravilhosa e um menu de comidas mineiras para comer a vontade a um preço fixo (isso aos sábados, mesmo não sendo hóspede do hotel). Vou lá sempre que passo aos sábados na cidade,...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,alcferreira,2014-07-29,2014-07-14,3.0,"Vista privilegiada, localização excelente","Pontos fortes do Varanda, restaurante do Grande Hotel, sao a localização privilegiada, o estacionamento, e a vista que se tem de toda a cidade.Mas o serviço deixa a desejar: o cardapio nao estava atualizado,  os filés que foram pedidos bem-passados vieram sangrentos, os acompanhamentos estavam...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Luiz C,2014-06-25,2014-05-14,4.0,"Bela vista, ótimo atendimento e boa comida","O restaurante A Varanda, dentro do Grande Hotel Ouro Preto, tem uma vista do alto da cidade, conforme seu nome indica, e fica dentro do hotel projetado por Niemeyer no começo da sua carreira, quando ainda tinha cerca de trinta anos.
Comi um bambá de...Mais"
Restaurante Grande Hotel ,5869281,restaurante-review,Marszen,2013-12-26,2013-12-14,5.0,"Ceia de Natal","Fizemos nossa ceia de Natal no Restaurante do Hotel, projetado por Niemeyer! Muito boa comida e atenção dos funcionarios!! vale a pena conferir!"
Hannah Asian Sushi Bar,3514409,restaurante-review,carolmmorato,2020-03-19,2020-03-14,2.0,"Péssimo custo-benefício","O ambiente do escadabaixo é incrível assim como as comidas e bebidas do lugar. Porém, o projeto Hannah às quartas, quintas e domingo neste espaço, possui preços exorbitante. Apesar da qualidade, o preço é fora do normal para restaurantes japoneses, especialmente na cidade e falta...buffet livre ou rodízio de comida japonesa. Ressalto que esta avaliação negativa devido ao preço não vale, em minha opinião, para o cardápio e serviço do escadabaixo/café gerais.Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,biancaelisag,2019-02-21,2019-02-14,5.0,"Muito bom!","Ambiente agradável, comida super fresquinha e o preço justo ☺️
Recomendo! 
É o terceiro ambiente do restaurante, bem legal!"
Hannah Asian Sushi Bar,3514409,restaurante-review,Isis C,2018-12-11,2018-12-14,2.0,"Comida boa!","O local não condiz com as fotos, não achei o ambiente agradável e cheira mofo.
Mas a comida é boa. Preço justo. Esperava mais do local."
Hannah Asian Sushi Bar,3514409,restaurante-review,Elisa M,2018-08-01,2018-07-14,3.0,"Nota 7","O atendimento é cordial e o ambiente é bem bacana. Quanto à comida, deixa um pouco a desejar. Sistema de self-service por quilo ou preço fechado para comer à vontade. Não tem opções de suco natural."
Hannah Asian Sushi Bar,3514409,restaurante-review,wellington q,2018-07-21,2018-07-14,4.0,"ótimo","lugar excelente muito bom gostei muito do lugar comida muito boa um Sushi excelente com bom atendimento recomendo"
Hannah Asian Sushi Bar,3514409,restaurante-review,_miorsi2,2018-07-14,2018-07-14,1.0,"péssimo atendimento","Péssimo atendimento! Horrível! Não percam o tempo de vocês, o delivery é ainda pior. Existem vários restaurantes na cidade, japonês também que possuem melhores funcionários que te tratam com respeito de comida de qualidade."
Hannah Asian Sushi Bar,3514409,restaurante-review,simoes359,2018-03-03,2018-03-14,2.0,"Jantar","Atendimento péssimo.Para quem não se importa , o combinado que comemos estava correto.
Saí com dor de cabeça, ao sentir um ambiente desagradável e frio.Foi necessário me levantar para chamar as garçonetes sempre que precisei de alguma coisa."
Hannah Asian Sushi Bar,3514409,restaurante-review,Ranylson,2018-02-01,2018-01-14,3.0,"Sushi/kg boa opção para jantar","O ambiente é legal, buffet bem variado eu sugiro os sushis com polvo e os de salmão maçaricados, eles são muito saborosos. O cardápio de bebidas do restaurante ficou relativamente pobre desde a última visita que fiz. Os preços estão mais em conta. Não recomendo...pedir os combinados pelo valor cobrado, a opção por peso apresenta melhor custo/benefício. Os sashimis podem ser pedidos que também estão inclusos no buffet.Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,marleybarbosa,2018-01-07,2018-01-14,2.0,"Comida gostosa, porém...","A comida oferecida é de alta qualidade e excelência, porém um fato me deixou embasbacado quando fui avisado pela atendente e confirmado pelo sushiman de que somente 5, isso mesmo cinco peças de sashimi são servidas por pessoa tanto na opção de comida por peso...quanto na de bufê por pessoa, que mesquinho! Gostei da comida, mas não volto!Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,Anderson Gabrie... S,2017-10-08,2017-09-14,4.0,"Excelente","Esse restaurante tem uma otima decoração, ele é um caro, mas vale apena para aqueles que nunca comeram sushi, tem um otimo atendimento e um estilo super-romântico. Para o iniciantes escolham um prato básico senão gostarem vão embora se gostarem comam mais."
Hannah Asian Sushi Bar,3514409,restaurante-review,AnaLuciaOrtigosa,2017-08-23,2016-09-14,4.0,"Diferentão","Excelente restaurante japonês! Ele fica localizado abaixo do nível da rua, como todo bom imóvel de Ouro Preto, ele é inteiro de pedra, bem limpo e com decoração condizente com estabelecimento.

O cardápio é bem variado, tem desde combinados até pratos individuais. Achei as porções...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,silviajbarros,2017-08-06,2017-08-14,1.0,"Experiência ruim","A comida japonesa estava gelada. Achei horrível. Relativamente caro para algo com pouca qualidade. O atendimento é bom. Ambiente é agradável."
Hannah Asian Sushi Bar,3514409,restaurante-review,priscilam137,2017-07-18,2017-07-14,5.0,"Comida japonesa com estilo","A decoração do local é incrível. Desde a famosa escadaria com guarda chuvas pendurados até as modernas mesas em contraste com o ambiente antigo e paredes centenárias. O espaço é bem amplo, o atendimento é excelente e a comida é ótima. Perfeito para amantes da...Mais"
Hannah Asian Sushi Bar,3514409,restaurante-review,julietamariao,2017-06-28,2017-06-14,5.0,"Acima do esperado!","Restaurante muito bom, comida caprichada e deliciosa. Ambiente muito aconchegante! Cardápio objetivo, além de bom atendimento"
Hannah Asian Sushi Bar,3514409,restaurante-review,Diana_Bitten,2017-05-01,2017-05-14,5.0,"Rodízio muito bom.","Todos os atendentes muito simpáticos e prestativos, atendimento excelente. 
Fomos no rodízio e estava tudo simplesmente delicioso!!! Recomendo."
Hannah Asian Sushi Bar,3514409,restaurante-review,EricaMach,2017-04-16,2017-01-14,5.0,"Japonês e Asiático ","Boa comida, ótimo atendimento.
O combinado do chef é o melhor! Serve bem 4 pessoas. Sempre uma surpresa diferente. Saboroso, surpreende!"
Hannah Asian Sushi Bar,3514409,restaurante-review,232danij,2017-04-05,2017-04-14,5.0,"Muitooo gostoso!!!!","Pedi no delivery, estava hospedada em Mariana, e meu combo veio intacto, delicioso!!!! Um dos melhores que já comi!!! Recomendo demais!!!!!"
Hannah Asian Sushi Bar,3514409,restaurante-review,Turismologa-MG,2017-03-24,2016-12-14,4.0,"Agradável","Achei o ambiente bem legal. Tem o ar rústico dos porões de Ouro Preto, porém muito bem reformado, bem cuidado e aconchegante.

Preço normal, nem muito barato e nem dos mais caros.
Gostei tanto do ambiente quanto da comida."
Hannah Asian Sushi Bar,3514409,restaurante-review,Ana Cláudia R,2017-03-05,2016-04-14,5.0,"Um dos melhores sushi","Excelente shimeji na manteiga. Self service também compensa muito. Nem sempre está aberto não sei porque! Mas é maravilhoso"
Hannah Asian Sushi Bar,3514409,restaurante-review,Lindoia,2017-02-27,2017-02-14,5.0,"Muito Justo.","Ambiente excelente. Atendimento adequado. Comida muito boa. Sushi por peso. Preço muito honesto. Cerveja Heineken, além de outras. Vale a pena."
Hannah Asian Sushi Bar,3514409,restaurante-review,muciopa,2017-02-03,2017-02-14,3.0,"Ambiente agradável ","Gostamos muito do ambiente e da decoração ! Os drinks são ótimos! 
Achamos os sushis um pouco secos...Mas nada demais.
Não têm vinhos. 
Bom para estar com uma turma.
Os preços não são baratos. 
No geral; valeu a pena !"
Hannah Asian Sushi Bar,3514409,restaurante-review,newtonb2014,2017-01-13,2017-01-14,5.0,"Muito saboroso","Adoramos o ambiente e os pratos à la carte do Hannah. O serviço também é muito eficiente e os preços são razoáveis. Preferimos ir em um dia em que não havia buffet para pedirmos pelo menu. Foi uma boa escolha!"
Hannah Asian Sushi Bar,3514409,restaurante-review,r2cris,2017-01-01,2017-01-14,5.0,"Delivery","Pedimos um combinado para jantar no hotel. O pedido chegou em 20 minutos e estava absolutamente perfeito: sashimis geladinhos, hot Philadelphia super crocante, e tudo super bem apresentado. Recomendamos!"
