estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
Empada & Cia,5953724,restaurante-review,CarlosJr1,2014-09-20,2013-10-14,4.0,"Variedade","O  ponto  forte  do  restaurante  empada  e  cia  eh  a variedade  de empadas. Os recheios sao otimos e variedades."
Empada & Cia,5953724,restaurante-review,Nélia Vieira M,2014-07-02,2014-06-14,4.0,"Deliciosa","Não fica bem no centro, mas se passar por lá não deixe de provar. Vários sabores, um melhor que o outro. Massa leve e deliciosa."
Empada & Cia,5953724,restaurante-review,TatiZieri,2014-06-18,2013-12-14,4.0,"delicioso","Para quem gosta de uma boa empada, esse é o lugar! varios tipos de recheio, um melhor que o outro. Super recomendo"
Empada & Cia,5953724,restaurante-review,tiogegeca,2014-05-04,2014-02-14,4.0,"Boas empadas em Ouro Preto","Meio longe para quem estiver andando pelo centro, mas imperdível para quem estiver andando pela região da Praia do Circo, pelo Parque Metalúrgico, perto da Prefeitura etc. Tem umas empadas muito boas, sempre quentinhas."
Empada & Cia,5953724,restaurante-review,Raquel P,2014-04-23,2014-02-14,4.0,"Delicia","A Empada & Cia oferece diversos sabores a um preço justo. Recomendo a frango com palmito. A massa é leve e super saborosa. Ótima opção de lanche na região."
Empada & Cia,5953724,restaurante-review,flavinhafernandes,2014-02-04,2013-06-14,4.0,"Ótima opção de lanche","Instalada no bairro Ouro Preto já a alguns anos, a Empada & Cia é uma excelente opção de lanche na região. A massa não é muito pesada e os recheios caprichados no volume e no sabor. O preço é justo. Recomendo."
Empada & Cia,5953724,restaurante-review,Nic0las_SP,2014-01-30,2013-12-14,5.0,"Excelente","Muito bem localizada, em frente a prefeitura, a Empada & Cia oferece diversos sabores a um preço justo. Recomendo a frango com palmito."
Cantinho de Minas,7677934,restaurante-review,marialmeida29,2020-01-06,2020-01-14,4.0,"Bom","Barzinho bacana para tomar uma cerveja, comer algum petisco e apreciar uma bela música ao vivo e ter uma vista linda da Igrejinha Nossa Senhora dos Prazeres."
Cantinho de Minas,7677934,restaurante-review,Carol_Marianelli,2019-12-15,2019-12-14,5.0,"Comida e música boas garantidas! Aceitam cartão sim!","O cantinho de Minas fica localizado num tipo de pracinha, onde vários restaurantes colocam mesas e cadeiras na frente do estabelecimento. Possui mesas e cadeiras na parte interna, mas lá dentro o espaço é limitado, visto que é uma casa. Fomos almoçar e o clima...estava ótimo, ficamos na área externa sem problema, inclusive com chuva e com os cachorros, visto que a área é pública e de livres circulação. Portanto, se não gosta, vá pra algum restaurante fechado. Lá tem cervejas artesanais na região, com preço justo. A comida é uma delícia, porções bem servidas e os preços também são dentro do esperado. O atendimento foi ótimo, destaque pra música. Voltaremos sempre que estivermos em Lavras Novas e já aceitam cartão de crédito e débito sim, vão despreocupados!Mais"
Cantinho de Minas,7677934,restaurante-review,Camila T,2019-05-28,2019-05-14,3.0,"Comida Boa mas não aceita cartão de crédito","Comida gostosa, com destaque para o pão de alho e batata recheada. O ambiente deixa a desejar devido a quantidade de cachorros e o restaurante não quis aceitar pagamento no crédito, sendo essa condição não avisada no momento do pedido."
Cantinho de Minas,7677934,restaurante-review,marianatfonseca,2019-05-28,2019-05-14,4.0,"Bom","Muito bem localizado, bebidas geladas, comida estava boa....musica ao vivo. Mas só aceitam cartão de debito."
Cantinho de Minas,7677934,restaurante-review,Laurarodriguesbc,2019-05-27,2019-05-14,2.0,"Desconfortável ","Fica localizado na praça, um ambiente que seria muito gostoso se não fosse o tanto de cachorro circulando. Achei muito desconfortável, inclusive dois começaram a brigar e até derrubaram os copos da minha mesa, quando saímos da mesa eles comem o resto da porção, achei...um nojo. O restaurante avisa brevemente no cardápio que só aceitam cartão de débito, é bom ficar atento. A comida é ok e as bebidas são geladas.Mais"
Cantinho de Minas,7677934,restaurante-review,Marcos d,2019-01-30,2019-01-14,5.0,"Comida boa e bom atendimento","O restaurante Cantinho de Minas é um daqueles lugares que a gente se surpreende, pequeno e com as mesas espalhadas em baixo de uma árvore, dali saem comidinhas frescas e deliciosas, pedi um tutu à mineira que veio quentinho servido numa tigela de pedra, a...garçonete é muito atenciosa, e os valores praticados não são abusivos.Mais"
Cantinho de Minas,7677934,restaurante-review,Fabiolacarla,2018-11-17,2018-11-14,4.0,"Bom para tomar uma!","Ótimo atendimento, comida razoável e mas o lugar não é nada bonito... no meio de uma praça mal cuidada, cadeiras de plástico, e com muitos cachorros soltos e pedindo comida ( e eu adoro cachorros).
A cerveja é gelada e o tira gosto bem razoável."
Cantinho de Minas,7677934,restaurante-review,Merylage,2018-10-01,2018-09-14,5.0,"Boa opção ","Estivemos no barzinho eu meu esposo e um casal de amigos, fomos muito bem atendidos pela garçonete, simpática e educada. Cerveja gelada! Caipirinha gostosa! Pedimos 2 tipos.de porções no cardápio e não tivemos problemas em relação ao tempo de preparo e nem ao sabor... tudo...que foi servido estava quentinho e saboroso. Valeu a pena!Mais"
Cantinho de Minas,7677934,restaurante-review,616j_ssicap,2018-09-15,2018-09-14,3.0,"Vale a tentativa ","Atendimento razoável, o garçom demorou a nos atender e não estava cheio. Pedimos uma porção de mandioca (R$: 22,00) que algumas (muitas) vieram encharcada com óleo. E cerveja bem gelada (R$: 10,00 - 600 mL). A vista e o ambiente são agradáveis. Talvez não fomos...em um dia bomMais"
Cantinho de Minas,7677934,restaurante-review,wellington q,2018-07-27,2017-12-14,4.0,"muito bom","lugar bem agradável uma comida muito boa bem saborosa uma cerveja muito boa artesanal bem gelada atendimento muito bom"
Cantinho de Minas,7677934,restaurante-review,U7357HTalinec,2018-06-12,2018-06-14,3.0,"Mediano","Pedimos uma porção de mandioca com contra filé, o contra filé passou longe, ficamos decepcionados, a carne pelo menos estava bem temperada. A mandioca salvou a porção, deliciosa. Pedimos dps uma porção de linguiça defumada com mandioca, estava deliciosa. A cerveja mto gelada e boa....Mais"
Cantinho de Minas,7677934,restaurante-review,248n_riam,2018-05-08,2018-04-14,4.0,"Boa opção","Eu não como carne, mesmo assim haviam outras opções no cardápio. 
Cerveja gelada.
Eles servem, um pão temperado muito bom! 
Preço justo,ao ar livre e boa música ao vivo. 
Boa opção."
Cantinho de Minas,7677934,restaurante-review,rayaneg756,2018-02-11,2018-02-14,5.0,"Almoço delicioso","Eu e meu esposo almoçamos lá ... Uma comida deliciosa ! Pedimos o almoço da casa com a opção de tilápia, que por sinal estava PERFEITA! Espaço com bastante guarda sol e com isso ficou bem fresquinho. Uma música muito boa e ambiente agradável. Amamos!"
Cantinho de Minas,7677934,restaurante-review,diegomartins7L,2018-01-05,2018-01-14,4.0,"Tropeiro muito bom","Tropeiro excelente, bem servido. Atendimento razoável, preço razoável. Localização muito boa e espaço interno razoável para o caso de chuva, como foi o nosso. Música ambiente excelente."
Cantinho de Minas,7677934,restaurante-review,vitorrmoura,2017-12-28,2017-12-14,4.0,"Otima tilapia","A tilapia é excelente. Restaurante simples mas de bom tempero. Atendimento eficaz. Preço justo.
Recomendo."
Cantinho de Minas,7677934,restaurante-review,JoaoDiaz,2017-05-16,2017-05-14,5.0,"comida mineira","comida mineira caseira tradicional, sirva-se à vontade por preço fixo baixo. Difícil é sair da cadeira depois de tanta gostosura e fartura"
Cantinho de Minas,7677934,restaurante-review,khuemkhuem,2017-04-18,2017-04-14,5.0,"Excelente","Lugar gostoso , comemos uma reveisao muito caprichada, picanha amoda bem servida pedimos p 2 pessoas mas comemos 4 pessoas  bem temperada ótima , Recomendo."
Cantinho de Minas,7677934,restaurante-review,rafasx,2017-03-12,2017-03-14,1.0,"Péssimo ","Vendem carne de segunda dura e ruim como se fosse picanha! Total descaso com o consumidor. A cerveja é gelada, mas todo o resto é horrível! Não recomendo!!!"
Cantinho de Minas,7677934,restaurante-review,Rafael C,2017-03-11,2017-03-14,1.0,"Horroroso","Pedimos uma porção de picanha com mandioca, 60.00 e era qualquer carne de segunda menos picanha! Horrível comida e horrível atendimento. Falta de consideração com o dinheiro do turista. Nao recomendo."
Cantinho de Minas,7677934,restaurante-review,n_dyac,2017-02-26,2017-02-14,5.0,"Comida saborosa e lugar bastante aconchegante!","Nossa escolha foi o filé a tilápia com fritas e para acompanhar pedimos arroz e feijão tropeiro... Tudo estava muito saboroso! E as porções servem muito bem de 2 a 3 pessoas! O lugar é simples, mas muito aconchegante! E o custo benefício é excelente...Mais"
Cantinho de Minas,7677934,restaurante-review,joaoppcoimbra,2016-10-16,2016-10-14,3.0,"Bar no centro de Lavras Novas","O bar fica bem localizado no centro de Lavras Novas e serve diversas porções. A comida é ok e todas as vezes que venho em Lavras Novas está cheio. Um bom lugar para tomar uma cerveja no fim de tarde."
Cantinho de Minas,7677934,restaurante-review,Camila M,2016-09-20,2016-09-14,4.0,"Comida boa e bem servida","Restaurante agradável, com bom atendimento e comida bem servida. Não esteja com pressa, pois demora um pouco para servir. Pedimos uma porção de truta que veio com o acompanhamento de arroz errado, era para vir com arroz com queijo e veio arroz simples, no entanto...Mais"
Cantinho de Minas,7677934,restaurante-review,Geraldo Lucas A,2016-08-31,2016-02-14,5.0,"Bata recheada!","Atendimento de primeira, musica ao  vivo e cerveja gelada! 
Comemos a bata recheada! maravilhosa, super satisfeitos! vontade de voltar com certeza!"
Cantinho de Minas,7677934,restaurante-review,LuizaMG,2016-08-02,2016-08-14,3.0,"Comida mineira","A cerveja é bem gelada, a comida realmente demora um pouco para vir. Mas os pratos são bem servidos. Eu e meu marido pedimos um tropeiro individual com acréscimo de ovo frito e comemos bem. O preço é normal, comparados com os outros lugares da...Mais"
Cantinho de Minas,7677934,restaurante-review,Rodrigo_Loco,2016-07-23,2016-07-14,4.0,"Sem pressa ","Esse deveria ser o nome do bar. Sem pressa para atender, para servir, para trazer a cerveja, a comida e até a conta.
Peça o tira gosto na chegada. Vai demorar cerca de 1:30h.
Local agradável, familiar, pessoas bonitas e simpáticas. Música boa e clima...Mais"
Cantinho de Minas,7677934,restaurante-review,rafaelc665,2016-07-03,2016-07-14,4.0,"2 experiências diferentes.","Estive com minha noiva no bar e fomos muito bem atendidos. A cerveja estava gelada. Pedidos uma porção de frango (acrescentando catupiry) com fritas e arroz. Ótimo pra duas pessoas. Preço justo. O bar estava muito vazio.
No dia seguinte voltamos e bar estava lotado....Mais"
Cantinho de Minas,7677934,restaurante-review,Flávio D,2016-05-28,2016-05-14,2.0,"Não vale a pena ","O espaço no gramado traz uma ideia de que seria muito bacana estar ali, mas o primeiro incômodo chegou junto com os vários cachorros que ficam rondando as mesas. A cerveja é o suco de laranja estavam gelados e muito bom é o pão de...Mais"
Cantinho de Minas,7677934,restaurante-review,fernandasb2014,2016-05-09,2016-05-14,3.0,"Boa opção","O restaurante fica localizado próximo ao cruzeiro em Lavras Novas. Bem no centro do lugarejo.
É um lugar bem pequeno, tanto que as mesas e sombrinhas ficam do lado de fora, espalhadas pela grama.
O atendimento foi muito razoável, faltou um pouco de simpatia e...Mais"
Cantinho de Minas,7677934,restaurante-review,756christianea,2016-04-27,2016-04-14,5.0,"comida boa e barata!!!!","Uma ótima opção para refeição gostosa e barata,atendimento muito bom,cerveja gelada e musica no gramado,voltou mais vezes e indico..."
Cantinho de Minas,7677934,restaurante-review,Davi S,2016-04-07,2016-04-14,3.0,"Comida Mineira","O lugar é super charmoso e além disso servem pratos típicos mineiros! Uma delícia. O atendimento é bom e o lugar é super tranquilo."
Cantinho de Minas,7677934,restaurante-review,Clebicar,2016-03-26,2016-03-14,4.0,"Ótimo Custo Benefício!!!!","Um ótimo custo beneficio. Pedimos um Tropeiro, bem feito, gosto mineiro mesmo, caprichado para duas pessoas. Na realidade comem 3. Ótimo atendimento do pessoal e num local que é o point da cidade!!!! Recomendo!"
Cantinho de Minas,7677934,restaurante-review,Adriano B,2016-02-02,2015-06-14,4.0,"Muito bom!!!","Um ótimo local pra saborear cervejas geladas e tira gostos muito bons. É a cara de Lavras Novas!! Um lugar rústico com um charme todo particular. Voltarei lá com toda certeza!!!"
Cantinho de Minas,7677934,restaurante-review,abnerduarte,2015-10-27,2015-10-14,3.0,"Ótima localização","Localizado na praça principal de Lavras Novas, é uma boa opção pra quem quer sentar e curtir o movimento. Varias mesas são espalhadas pelo canteiro e fica sempre movimentado. A comida é normal. O que nos chamou a atenção (ponto negativo), foram os vários cachorros...Mais"
Cantinho de Minas,7677934,restaurante-review,Valeria B,2015-10-26,2015-10-14,3.0,"Lugar bonito, bom atendimento mas a cozinha não é o forte","O lugar é bem bacana, ao lado do cruzeiro. Atenção que ao final da tarde, a temperatura cai bastante e pode ventar muito. A atendente Aline é 10, muito simpática. Erramos em não pedir a batata recheada, para experimentar, mas pedimos panquecas. Eu de frango...Mais"
Cantinho de Minas,7677934,restaurante-review,Cristiane D,2015-09-25,2015-09-14,5.0,"Tranquilidade","Lugar simples e lindo. Muita paz e tranquilidade. Comida gostosa, cerveja estupidamente gelada!!! Todos deveriam conhecer! Vale cada minuto!"
Cantinho de Minas,7677934,restaurante-review,moanamatias,2015-09-22,2015-09-14,3.0,"Bom!","fomos ao local com alguns amigos, era feriado e no cardápio notamos que vários itens estavam com adesivos por cima dos preços antigos, o que levantou suspeitas sobre um possível aumento de preços devido ao feriado. Comi uma batata recheada deliciosa, diferente de todas que...Mais"
Cantinho de Minas,7677934,restaurante-review,Luciano M,2015-09-01,2015-08-14,4.0,"Vale a pena","Comida mineira muito boa e variada.
Ambiente agradável.
Garçons atenciosos e várias opções de tira gosto.
 pra quem curte a comida mineira feita com gosto, vale a pena"
Cantinho de Minas,7677934,restaurante-review,Laise12,2015-07-19,2015-07-14,4.0,"Comida Caseira e de qualidade","Almoçamos no local, que serve pratos à lacarte com preço justo e fartos. Comida saborosa e atendimento cordial. Recomendo."
