restaurante_id,nome,endereco,cidade,nota,qtd_avaliacoes,faixa_preco,latitude,longitude,fonte
8211058,Bigas Bar Restaurante,"Travessa Augusto Nelson 11 B Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24571990966797,-43.59857940673828,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8211058-Reviews-Bigas_Bar_Restaurante-Diamantina_State_of_Minas_Gerais.html
5663047,Pao Real,"Rua Do Fogo, 331 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.242570877075195,-43.60367965698242,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5663047-Reviews-Pao_Real-Diamantina_State_of_Minas_Gerais.html
5868644,Chícara da Silva,"Beco da Tecla, 61, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.243690490722656,-43.62871170043945,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5868644-Reviews-Chicara_da_Silva-Diamantina_State_of_Minas_Gerais.html
8254843,Bar E Lacnhonete 1 Opcao,"Rua Farinha Seca 488 Letra a Consolacao, Diamantina, Minas Gerais Brasil",Diamantina ,indef,0,indef,-18.249853134155273,-43.59056091308594,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8254843-Reviews-Bar_E_Lacnhonete_1_Opcao-Diamantina_State_of_Minas_Gerais.html
5731460,Lanchonete Xis Tudo,"Praca D Joao, 20 D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.246442794799805,-43.60246276855469,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5731460-Reviews-Lanchonete_Xis_Tudo-Diamantina_State_of_Minas_Gerais.html
10281528,Han Hay,"Rua das Biquinhas, 135, Largo Dom João Ao lado do Supermercado Cordeiro na praça do Seminário, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.08517074584961,-43.74114990234375,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d10281528-Reviews-Han_Hay-Diamantina_State_of_Minas_Gerais.html
8239949,Padaria Sao Judas Tadeu,"Rua Bernadino Sene 264 Rio Grande, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.236711502075195,-43.5916748046875,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8239949-Reviews-Padaria_Sao_Judas_Tadeu-Diamantina_State_of_Minas_Gerais.html
8192563,Bar Ferreira,"Povoado Santana da Divisa SN Planalto de Minas, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.236570358276367,-43.59069061279297,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8192563-Reviews-Bar_Ferreira-Diamantina_State_of_Minas_Gerais.html
8247540,Bar Nossa Senhora Aparecida,"Rua Das Flores 81 Sao Joao Da Chapada, Diamantina, Minas Gerais Brasil",Diamantina ,indef,0,indef,-17.695322036743164,-43.329200744628906,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8247540-Reviews-Bar_Nossa_Senhora_Aparecida-Diamantina_State_of_Minas_Gerais.html
8189330,Vizuex Jornais E Revistas,"Praca Couto Magalhaes 357 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.24662208557129,-43.59682083129883,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8189330-Reviews-Vizuex_Jornais_E_Revistas-Diamantina_State_of_Minas_Gerais.html
5685125,Bar Mundial,"Rua do Areao 73 Mendanha, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.239219665527344,-43.595008850097656,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5685125-Reviews-Bar_Mundial-Diamantina_State_of_Minas_Gerais.html
7645738,restaurante point mix,"Rua Do Fogo, 381, Diamantina, Minas Gerais Brasil",Diamantina ,indef,0,indef,-18.242570877075195,-43.60367965698242,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d7645738-Reviews-Restaurante_point_mix-Diamantina_State_of_Minas_Gerais.html
5339688,Macan,"Praca Jose Augusto Neves 39 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.23847007751465,-43.59444046020508,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5339688-Reviews-Macan-Diamantina_State_of_Minas_Gerais.html
5689080,Barzinho Treis Irmos,"Largo D Joao, 134 Lrg D Joao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.246728897094727,-43.60187911987305,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5689080-Reviews-Barzinho_Treis_Irmos-Diamantina_State_of_Minas_Gerais.html
8256192,Bar Da Kopa,"Rua Francisco Lourenco Machado 734 Vila Operaria, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.247295379638672,-43.60409927368164,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8256192-Reviews-Bar_Da_Kopa-Diamantina_State_of_Minas_Gerais.html
8189981,Frango Center,"Praca dos Garimpeiros 632 Consolacao, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,indef,0,indef,-18.250160217285156,-43.591941833496094,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8189981-Reviews-Frango_Center-Diamantina_State_of_Minas_Gerais.html
