estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem
Grupiara,2390013,restaurante-review,Cristina M,2020-01-14,2020-01-26,2.0,"Péssimo atendimento","A comida foi até gostosa, quando finalmente chegou, mas o atendimento foi péssimo. Na primeira noite que tentamos ir lá, estava muito cheio, o garçom não passava nem para trazer o refrigerante pedido, e disse que o prato levaria uma hora para chegar. Desistimos. Voltamos no dia seguinte, porque estava vazio, com apenas UMA mesa além da nossa. Apesar disso, conseguiram a proeza de demorar mais de uma hora para trazer uma lasanha e um macarrão, depois de muito reclamarmos (crianças famintas).Os garçons pareciam não estar nem aí. A exceção foi o garçom Talison, que fez de tudo para compensar o transtorno.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,kelcrismm,2020-01-02,2020-01-26,2.0,"Demoradooo!!","O bar não estava exageradamente cheio,porém ficamos mais de 2 horas aguardando uma porção,até que desistimos e fomos embora.A bebida servida geladinha,ótima caipirinha...mas a demora estragou!","Sete Lagoas, MG"
Grupiara,2390013,restaurante-review,Raulzit0,2020-01-01,2020-01-26,1.0,"Lamentável","Fiz um pedido às 19h10. Cobrei às 20h. Cobrei de novo às 20h30. Às 21h30, azul de fome, cobrei novamente dizendo que se não tivesse notícia do prato iria embora. Eis que com a cara mais lavada do mundo me vem um garoto dizendo que não tinha o prato. Ridículo.
Note também que o banheiro do local estava sujo, sem sabonete e cheio de papéis no chão. Notei pelas outras avaliações recentes que não foi azar. Lamentável.","Santo André, SP"
Grupiara,2390013,restaurante-review,ayrNeto,2019-12-26,2019-12-26,4.0,"Comida mineira","Bom atendimento, ambiente agradável, comida muito boa e é logo no centrinho, indico , único incômodo foi a demora do prato mas valeu a pena.","Ribeirão Preto, SP"
Grupiara,2390013,restaurante-review,mcbmelo,2019-10-06,2019-10-26,5.0,"Comida apetitosa","Funcionários gentis, atenciosos. Comida gostosa e bem elaborada. Tem um filét com um arroz temperado e purê de batata que é delicioso. As fritas com molho são uma boa opção para tira gosto . A cerveja é bem gelada e os caipirinhas deliciosas.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,Eunice B,2019-09-04,2019-09-26,5.0,"Comida tipica excelente!","Fui com mais quatro amigos jantar e voltamos no dia seguinte para repetir, os pratos sao de comida tipica da regiao e sao maravilhosos! Eu comi o frango com ora-pro-nobis e estava divino. Experimentei tambem o feijao tropeiro e estava delicioso. Imperdivel. O restaurante tem mesas na rua (veja foto) e é muito legal.","Jundiaí, SP"
Grupiara,2390013,restaurante-review,Filipe P,2019-08-27,2019-08-26,5.0,"Atendimento diferenciado e atencioso","Cheguei para jantar em um domingo a noite e fomos surpreendido com o atendimento e receptividade do Brian. Foi bastante atencioso e inclusive nós ajudou com outras questões e informações da cidade. A comido é muito saborosa e feita na hora.",indef
Grupiara,2390013,restaurante-review,VilmaBeloHorizonte,2019-08-19,2019-08-26,5.0,"Ótimo!Como sempre estão  de parabéns por manter a qualidade!","Voltamos e não nos decepcionamos... Continua excelente a comida,o atendimento e o preço sem ser abusivo! Parabéns!","Belo Horizonte"
Grupiara,2390013,restaurante-review,hanielmiranda,2019-08-17,2019-08-26,4.0,"Ótima comida","Restaurante muito bom. Ótima referência em comida mineira. Comida demora um pouco para sair (pouco mais de uma hora, com a casa cheia). Mas no mais, recomendo para quem quer experimentar a comida mineira.","Governador Valadares, MG"
Grupiara,2390013,restaurante-review,dantemribeiro,2019-08-06,2018-11-26,4.0,"Comida a La Carte no centro","Boa opção de comida a la carte no centro de Diamantina. Funciona no almoço e jantar e os pratos são muito saborosos e bem servidos","Diamantina, MG"
Grupiara,2390013,restaurante-review,_milami_91,2019-08-05,2019-08-26,5.0,"Maravilhoso!","Fomos após a Vesperata e o bar estava lotado! Pedimos lasanha de 4 queijos e acho que nunca tinha comido uma lasanha tão caprichada e gostosa (30 reais pra duas pessoas)! Qualidade se manteve mesmo com bar cheio... Só tenham atenção quando fizerem o pedido porque o garçom esqueceu de repassá-lo pra cozinha e ficamos esperando mais do que deveríamos.. Preço bom e barato, como a maioria dos restaurantes em Diamantina. Vale demais a ida lá!",indef
Grupiara,2390013,restaurante-review,andrefmsantos,2019-07-28,2019-07-26,5.0,"Comida deliciosa","Experimentamos o Filé à parmegiana, excelente por sinal. Estilo cozinha caseira, fomos atendidos por uma senhora muito atenciosa e prestativa.",indef
Grupiara,2390013,restaurante-review,Júlio C,2019-07-22,2019-06-26,3.0,"Boa localização","Boa localização, atendimento razoável. Comida farta, com aspecto interessante, porém um pouco salgada. Não recomendada para hipertensos.",indef
Grupiara,2390013,restaurante-review,Marcos R,2019-06-21,2019-05-26,2.0,"Comida pesada, lugar sujo","O pior da comida mineira em uma única refeição. Apesar da cidade cheia, o lugar estava quase vazio num sábado de vesperata. Logo descobrimos que a comida é ruim mesmo, e a limpeza deixa muito a desejar.",indef
Grupiara,2390013,restaurante-review,EduM468,2019-02-05,2019-01-26,4.0,"Comida caseira e muito gostosa, mas demora para chegar.","Bom atendimento, comida caseira, simples e muito gostosa. Mas a comida demora para chegar. Almocei duas ou três enquanto estive na cidade. Bom custo benefício.",indef
Grupiara,2390013,restaurante-review,sylviat689,2019-01-21,2019-01-26,1.0,"Fujam","Lugar sem comentários. Não podemos falar da comida porque simplesmente não nos serviram. A demora foi tanta que fomos embora. Não recomendo pra nada. E ouvi comentários que a comida também não é boa! Péssimo lugar...","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,Marja M,2019-01-15,2019-01-26,3.0,"Comida boa e simples, mas atendimento demorado.","Pedimos carne de sol com aipim, bem gostosa. Porém o atendimento foi complicado, com vários esquecimentos do garçom e demora pra entregar nossos pedidos.",indef
Grupiara,2390013,restaurante-review,Juliana M,2019-01-15,2019-01-26,5.0,"Comida farta e deliciosa!","Se você busca fartura e um preço bacana o Grupiara é o local ideal. As refeições são bem servidas e a variedade é grande. O tempo de espera é grande, porém as refeições não são pré-preparadas, são feitas na hora com muito capricho. Todas as vezes que vamos até Diamantina o Grupiara é parada obrigatória.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,mendez_prime,2019-01-09,2019-01-26,3.0,"Delivery ","Pedimos alguns lanches para entregar em casa. O tempo de entrega pode melhorar e achamos as porções de batatas muito pequenas. Além disso, penso que a salada completa deveria ser mais completa.",indef
Grupiara,2390013,restaurante-review,FabianaRibeiroBH,2019-01-04,2019-01-26,1.0,"Bem abaixo da expectativa","Frango ao molho pardo: frango de granja com molho com sabor de limão! Pra quem sabe o que é um molho pardo foi decepcionante! Torresmo delicioso! Cerveja morna! Não recomendo.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,Jessica G,2018-12-30,2018-12-26,1.0,"NUNCA VA A ESTE LUGAR","Horrível é pouco. Uma hora e meia esperando um prato e nem ao menos um pedido de desculpas. Primeiro que a bebida demorou muito para chegar e segundo que quando acabou nem vieram perguntar se queríamos outra. E éramos a única mesa no lugar.",indef
Grupiara,2390013,restaurante-review,lyvstardust,2018-12-28,2018-12-26,5.0,"Espetacular! ","Ótimo custo benefício, atendimento maravilhoso mesmo chegando tarde ao restaurante, a comida é sensacional! Pedimos frango ao molho pardo com torresmo, arroz, angu, couve e feijão (a porção individual custa R$ 21,40) e feijão tropeiro com lombo, batata frita, arroz e couve (individual custa R$ 23,80). As porções, apesar de individuais, são generosas e cheias de sabor! Comida mineira pra ninguém botar defeito! Vale demais a pena!","Campinas, SP"
Grupiara,2390013,restaurante-review,hanielmiranda,2018-11-26,2018-11-26,5.0,"Comidinha mineira","O restaurante possui vasto cardápio, com ótimas opções de porções, filés, massas, e da verdadeira comida mineira. Jantar maravilhoso, porção para uma pessoa serve tranquilamente duas. Recomendo muito.","Governador Valadares, MG"
Grupiara,2390013,restaurante-review,Katherynne,2018-11-18,2018-11-26,4.0,"Excelente parmegiana","A pedida é a parmegiana, pois é muito saborosa. O preço é em conta, e você sai satisfeito. o atendimento é bom. O único problema que o cantor do restaurante em frente, que toca na rua, atrapalha a conversa. A música é extremamente alta.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,S7754WCfranciscog,2018-11-17,2018-11-26,1.0,"Atendimento péssimo e muita falta de respeito","Viemos a Diamantina passar o dia com um grupo de amigos. Buscávamos um restaurante de comida típica onde poderíamos aproveitar a culinária regional e confraternizar. Entramos no Grupiara pela proposta de servir o que estávamos procurando. Ao chegar fomos atendidos por um jovem garçom que se apresentou e nos levou até uma mesa, próxima ao caixa. Estávamos em 6 adultos e um bebezinho. Pedimos dois pratos que serviam 3 pessoas e uma porção extra de vinagrete. Até então tudo estava bem, até que percebemos que nenhuma mesa estava sendo servida de comida. Passados aproximado 45 minutos perguntamos se nossos pratos já estavam sendo preparados e se ainda demoraria muito. A resposta que tivemos foi que a equipe de cozinha estava desfalcada e que a cozinheira havia chego poucos instantes antes. Ficamos desapontados por não terem nos avisado antes, mas como a promessa era de que já estava pra sair nossos pratos e por estar com o neném dormindo não fomos embora. Depois de reclamar por mais umas duas vezes a comida chegou (em parte) mais de uma hora e meia depois. A porção era bem pequena, o que nos fez perceber que certamente veio a menor. Quase no final da refeição veio a porção de batata, banhada em óleo e sem sal até agora estamos esperado o vinagrete (que não veio). Ao reclamar com um senhor que seria o gerente ou dono do restaurante recebemos uma resposta muito desrespeitosa “quem vem em um restaurante a lá carte não pode exigir comer rápido”. Fomos embora chateados e por conta disso não recomendamos, se tratam o cliente dessa forma, como devem tratar o alimento?","São Paulo, SP"
Grupiara,2390013,restaurante-review,DiogoMontesVidal,2018-11-15,2018-11-26,2.0,"Falta de itens e atendimento fraco","O local é bem localizado, o que seria uma vantagem. Isso vai por água abaixo quando você senta e percebe que o atendimento é muito fraco, além de o cardápio estar com vários itens sem preço, indicando que estariam em falta e o cardápio estava desatualizado. Se isso não bastasse, vários dos itens que tinham preço marcado no cardápio não estavam disponíveis para pedido. No nosso caso, isso aconteceu especificamente com as marcas de cerveja.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,lukespg,2018-10-30,2018-10-26,1.0,"Muito demorado e desrespeitoso","Ficamos esperando por quase 1 hora e meia o nosso prato. Desconfio que o pedido foi lançado no sistema somente depois. Varias pessoas chegaram depois de nós e receberam o pedido antes de nós. Quando pedimos para cancelar, o gerente falou que fazermos o que quisermos (não com essas palavras). Quando reclamamos da demora, ele foi ao balcão e voltou para dizer que estávamos lá há menos de uma hora - isso segundo o sistema e o horário de lançamento do pedido.
Uma pena, realmente...",indef
Grupiara,2390013,restaurante-review,Ch4rlesmoura,2018-09-22,2018-09-26,5.0,"Ótimo ","Fizemos o pedido em uma das opções de Tábuas, muito bem preparado e rápido, uma tábua pequena serve duas pessoas tranquilamente, preços na medida!","Suzano, SP"
Grupiara,2390013,restaurante-review,Devair N,2018-07-25,2018-07-26,3.0,"Se não tiver opção melhor.","Os atendentes eram novos e não conheciam bem o cardápio,mas se esforçavam em atender bem, apesar da visível falta de preparo. Vários itens que estavam no cardápio estavam faltando no restaurante. Falta opções de comida mineira.",indef
Grupiara,2390013,restaurante-review,WagnerSatel,2018-07-24,2018-07-26,2.0,"Lamentavelmente lento","Localizado bem no centro histórico ao lado de diversos bares.
Depois de entrar em vários bares para jantar, resolvemos optar por este, por seu espaço interno ser legal e com alguns pratos típicos que queria experimentar.
Como estava com um filho pequeno e outro adolescente, pedi logo de imediato 3 pratos, sendo um omelete, por rápido, já poderíamos já ir degustando.
Pedi um acerveja artesanal Diamantina, (que foi a única coisa boa servida).
Ficamos esperando por 1:15 quando chegou apenas um prato, que era o regional (carne serenada)....que carne não tinha quase nada, apenas os grãos de feijão, que pela minha fome comi quase todo.
Resolvi cancelar os demais e ir de frente ao O Caipirão e pedi uma pizza e chegou rapidão.
Resumindo, não foi legal....não volto e nem recomendo.","Uberlândia, MG"
Grupiara,2390013,restaurante-review,Marcia S,2018-07-16,2018-07-26,3.0,"Demorou muito","Pedimos um filé à parmegiana para jantar, q demorou cerca de 1h20 para ficar pronto, e nem ficou tão bom. Pela fama do lugar, esperava mais...",indef
Grupiara,2390013,restaurante-review,533robertow,2018-07-14,2018-07-26,1.0,"Experiência ruim em Diamantina ","Ambiente simples e agradável, mas deixou muito a desejar em relação à comida. Pedimos mandioca frita, que veio dura e em parte crua. Carne maturada, encharcada no óleo. E um caldo verde, que estava bom, mas sem aviso prévio que servia 4 pessoas. Outro ponto negativo é que tivemos que esperar mais de uma hora pelos petiscos.","Vitória, ES"
Grupiara,2390013,restaurante-review,LucasC2919,2018-06-04,2018-06-26,1.0,"Péssimo em todos os sentidos.","Péssima experiência. Fui jantar com minha noiva e nos decepcionamos.
1- Nos sentamos e a garçonete, ao invés de anotar nosso pedido, ficou conversando com o pessoal de outra mesa, coisas que não tinham nada a ver com o serviço dela.
2- Pedimos uma porção (carne, batata...) que em qualquer lugar chegaria em 20 a 30 minutos, Mas saímos sem comer.
3- uma hora depois pedimos a garçonete para verificar nosso pedido (a mesma que ficou conversando) e ela volta, vai em várias mesas e vai pro caixa, não nos informou sobre nada.
4- precisamos pedir a outro garçom para verificar o pedido e, depois de 1h15 esperando, a porção levaria mais 15 minutos.

Assim, cancelamos a porção e fomos embora.

Obs:: clientes que chegaram após, receberam seus pedidos antes.

Pior experiência que já tive em Diamantina. Servico ridículo.",indef
Grupiara,2390013,restaurante-review,rafaelliberatobr,2018-05-02,2018-05-26,4.0,"Comida de ótima qualidade","Fomos muito bem atendidos. Chegamos muito tarde para o almoço. A comida demorou uns 40 minutos para sair, mas saboreamos uma comida fresquinha e deliciosa. Estávamos em quatro. Pedimos meia porção do prato chamado Suruba e meia porção do Tornedor que estava especialmente saboroso!","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,marialuiza1995,2018-04-17,2018-04-26,4.0,"Caldo delicioso!","O restaurante é pequeno, com decoração bem simples, mas com um caldo verde delicioso!
Caminhando por Diamantina, em busca por um lugar para jantar, encontramos o restaurante Grupiara, em uma ruazinha estreita do centro histórico. Não ligue para as instalações, a comida é muito gostosa. Pedimos aipim frito e caldo verde. A garçonete, bastante atenciosa, indicou-nos meia porção, que seria suficiente. E foi.
Além de tudo gostoso, o preço é decente: R$47,00 para 2 pessoas.
Voltaremos para experimentar mais comida típica mineira.","Rio de Janeiro, RJ"
Grupiara,2390013,restaurante-review,Cláudia M,2018-02-15,2017-12-26,4.0,"Tradicional","Localizado bem no centro de Diamantina, o Grupiara tem um bom cardápio, com comida boa, variada e farta, cervejas geladas, bom atendimento. É uma ótima opção para quem quer almoçar ou jantar, sem perder nada do que acontece no burburinho da cidade.",indef
Grupiara,2390013,restaurante-review,rosioliveira81,2018-01-12,2018-01-26,4.0,"Comida boa","O restaurante fica bem localizado, com algumas mesas na rua e outras internas. Fomos na primeira noite que estávamos em Diamantina, mas estavam faltando várias marcas de cerveja devido ao feriado do réveillon. Voltamos no outro dia e tinha algumas marcas de cerveja como opção. O atendimento é ótimo, destaque para o Luan que fez todo o possível para nos atender bem. A comida é farta e saborosa, porém demora um pouco pra vir. Dentro existem ventiladores muito potentes que atrapalham um pouco quem está por perto deles. Mas em resumo, eu voltaria só pra comer de novo a parmegiana deles, que é maravilhosa!","São Paulo, SP"
Grupiara,2390013,restaurante-review,celsotavares,2018-01-03,2017-12-26,4.0,"Ótimo!","Atendimento excelente, cervejas geladas, comidas feitas na hora e de qualidade. Torresmo crocantíssimo! Ótimo o Mignon com arroz à Loulena e salada. Porções fartas. Servem, a pedido, alguns pratos em meia porção. Local excelente, junto á praça principal.","Rio de Janeiro, RJ"
Grupiara,2390013,restaurante-review,maryzaidan,2017-10-26,2017-10-26,4.0,"Boa comida e muito farto","Típica comida mineira em um local despojado, sem qualquer luxo, mas agradável. Tem algumas poucas mesas na calçada, essenciais em dias de muito calor. Pratos fartíssimos, que servem 3 a 4 pessoas a preços módicos. Meia porção serve duas pessoas. Comemos um lombo, que derretia de tão macio, servido com batatas coradas, arroz e farofa de ovo. Atendimento nota 10, feito pelo Luan.","São Paulo, SP"
Grupiara,2390013,restaurante-review,Maia374,2017-10-22,2017-10-26,3.0,"Muita comida!","Esperava Mais desse restaurante, pedimos um Frango ao molho pardo, que estava ok! E serviu Bem 3 pessoas. Trata-se de um restaurante simples e popular, para quem gosta de fartura e comida mineira.","São Paulo, São Paulo, Brazil"
Grupiara,2390013,restaurante-review,rrpart,2017-10-12,2017-01-26,1.0,"Não recomendo","Atendimento demorado. Tiveram o despropósito de servir uma feijoada rala e completada com salsicha. Talvez seja uma opção para tira-gosto nas mesas de fora.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,wannut,2017-10-08,2017-10-26,4.0,"Porção generosa","Bem boteco no meio da rua. Pra quem gosta de um pouquinho mais de agitação, pois fica na região da Baiuca. A porção é caprichada e a atendimento é bom. Recomendo!","Diamantina, MG"
Grupiara,2390013,restaurante-review,Luiz A,2017-09-27,2017-09-26,3.0,"Simples e bem localizado","Um restaurante simples com bufê de comida mineira a kilo e carne de churrasco fatiada. Preços justo. Pouco espaço como todos os outros da Cidade",indef
Grupiara,2390013,restaurante-review,565talital,2017-08-23,2017-08-26,5.0,"Típica comida mineira","É servida a tipica comida mineira! Muito saborosa! Otimo atendimento! Bem proximo da rua da Quitanda... excelente!","Rio de Janeiro, RJ"
Grupiara,2390013,restaurante-review,larissa s,2017-08-22,2017-07-26,4.0,"Quantidade de comida agradável ","Preço normal, quantidade de comida no prato é boa! Parmeggiana delicia! Só o bacon da batata frita que eu pediria mais frito! Apenas detalhe! Mas tudo muito bom! Voltaria lá!",indef
Grupiara,2390013,restaurante-review,JanainaK36,2017-08-21,2017-08-26,5.0,"Melhor file a parmegiana","pedimos um file a parmegiana, e veio uma carne incrivel, com um molho a bolonhesa pura carne, com um pure delicioso. Refeição serve duas pessoas com fome tranquilamente, e sem contar que o ambiente e extremamente agradavel.",indef
Grupiara,2390013,restaurante-review,rrc1708,2017-08-04,2017-06-26,4.0,"Boas porções ","O restaurante tem boas porções com preço justo. Fica bem localizada em uma das ruelas principais de Diamantina, bem no centro, próximo da igreja matriz. Atendimento bom, tem Wi-Fi para os clientes, decoração simples.","São Paulo, SP"
Grupiara,2390013,restaurante-review,marcosviajmoto,2017-07-14,2017-07-26,4.0,"Fartura mineira","Localização estratégica, no largo onde acontecem as Vesperatas. Pratos fartos e ótimos preços. Variedade em cervejas. Bom custo-benefício!","São Paulo, SP"
Grupiara,2390013,restaurante-review,FernandaResendeMK,2017-05-08,2017-05-26,3.0,"Comemoração ","Já estivemos no restaurante alguns anos atrás , ficou a desejar no quesito comida , porém excelente atendimento e bebida geladíssima","Viçosa, MG"
Grupiara,2390013,restaurante-review,Luiz Fernando N,2017-04-15,2017-04-26,2.0,"Não volto nunca mais!","Ambiente apertado, preparo da refeição demorou 1 hora e 30min, faltou ingredientes como dito no cardápio, wifi não funciona, atendimento é fraco.",indef
Grupiara,2390013,restaurante-review,Jminhauma,2016-12-04,2016-11-26,4.0,"Comendo e tocando viola.","Pratos típicos muito saborosos. Cerveja gelada e permite que você se reuna com os amigos tocando uma boa viola, desde que o som se faça agradável aos demais.","Sete Lagoas, MG"
Grupiara,2390013,restaurante-review,Renato M,2016-11-03,2016-09-26,3.0,"BOM SABOR","Restaurante pequeno mas com bom sabor, ou seja, comida saborosa e preço justo. A quantidade das refeições é que supera as expectativas, é muita comida. Os pratos servem 2 a 3 pessoas que comem bem. Visitando, avalie primeiro, rsrs.",indef
Grupiara,2390013,restaurante-review,Juliaceno,2016-10-23,2016-10-26,3.0,"Nada de excepcional, mas mata a fome","A comida não é maravilhosa, é simples e mata a fome! O atendimento deixou muito a desejar na sexta, mas foi bem melhor no sábado quando estava mais cheio e não consegui entender!!","Contagem, MG"
Grupiara,2390013,restaurante-review,Hugo P,2016-10-09,2016-10-26,4.0,"Fartura! ","Cerveja gelada, comida muito farta. Filé à Parmegiana para 2 pessoas com certeza serve 4 pessoas com muita fome! Localizado ao lado da rua da Quitanda! Boa opção para jantar nos fds de Vesperata!",indef
Grupiara,2390013,restaurante-review,Karênina A,2016-09-23,2016-08-26,3.0,"Demora e má apresentação","Restaurante bem localizado e por fora aparenta ser um ambiente gostoso. Mas por dentro deixa a impressão de má higiene. A refeição demora MUITO para ficar pronta. Não chegue com fome!",indef
Grupiara,2390013,restaurante-review,Verenice P,2016-09-22,2016-09-26,4.0,"Delícia de restaurante","Comida deliciosa, tudo muito limpo, próximo ao Mercado e da Catedral. A comida é temperadinha. Delícia!",indef
Grupiara,2390013,restaurante-review,MAmeliaC,2016-09-21,2016-09-26,4.0,"muito bom","Aparentemente não é muito agradável! Restaurante de aparência simples, mas com uma comida muito saborosa!","Piquete, SP"
Grupiara,2390013,restaurante-review,O5772MPsilviac,2016-09-18,2016-09-26,4.0,"Restaurante","Almocei neste restaurante duas vezes, voltei Pq adorei a comida. Tudo feito com muito capricho. Excelente atendimento, comida farta e preço muito justo.","São Joaquim, SC"
Grupiara,2390013,restaurante-review,579eduardol,2016-09-18,2016-09-26,4.0,"Melhor opção","Comida espetacular, mesmo sem os requintes que encontramos nas cidades grandes. Tudo bem feito e fresco, comida mineira de valor e saborosa. Boas mesas. Algumas cadeiras ficam no sol. Ventiladores potentes atrapalham um poucom","Rio de Janeiro, RJ"
Grupiara,2390013,restaurante-review,RosemaryDasilva,2016-09-17,2016-04-26,4.0,"Pertinho de tudo","O restaurante Grupiara,é bem localizado, e serve comida mineira muito boa.É uma boa opção para um domingo em Diamantina,quando depois do almoço,todo comércio fecha. Um bom cardápio e preços até moderados. Recomendo a costela de porco ao molho barbecue.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,adilsoncloviso,2016-09-07,2016-09-26,4.0,"Comida mineira","Bons pratos, muito bem servidos. Atendimento ótimo, qualidade e fartura dos pratos. Impossível não ficar satisfeito.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,Fatinha27,2016-08-30,2016-08-26,2.0,"Atendimento ruim","Nem sequer consegui avaliar o sabor da comida pois esperei 50 minutos por uma sopa e não consegui ser atendida. Era fim de semana de Vesperata e aparentemente a casa não se preparou para receber turistas. Cancelei meu pedido e fui embora!","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,AnaMendes_2013,2016-08-25,2016-07-26,2.0,"Esperava mais.","Recebemos boas recomendações deste local, porém saí decepcionada. O restaurante é bem localizado, porém pequeno. O atendimento não foi bom com garçonetes de cara amarrada e esperamos acredito que mais de 01 hora para sermos servidos, por sinal tivemos até que fazer uma reclamação quanto a isso. Pedimos um File a Parmegiana que é generoso/completo e alimenta umas 04 pessoas tranquilamente, porém foi outra decepção, pois achei o tempero meio exagerado e o filé não estava suculento. Com certeza já comi outros muito melhores. Tem um cardápio amplo, mas pode melhorar bastante em outros aspectos.","Itabira"
Grupiara,2390013,restaurante-review,766m_nicap,2016-08-24,2016-08-26,3.0,"Pode melhorar","O restaurante é simples, mas tem um excelente atendimento. Os pratos são bem servidos. Creio que podem melhorar detalhes de arrumação do ambiente.","Brasília, DF"
Grupiara,2390013,restaurante-review,PauloIwamoto,2016-08-17,2016-08-26,5.0,"Delícia de filé ","Local é bem localizado, atendimento é top e muito bem servido!!! Tomem cuidado porque os pratos vem muita coisa, hein! Aqui neste restaurante, não tem como deixar de pedir aquela porção de torresmo de entrada e aquela cerveja bem gelada! Aí, conversa vai, conversa vem e a porção acaba ...sugerindo um delicioso filé à moda da casa! Pode ir com a galera, com a família sem problema nenhum, mas se for em casal peçam meia porção! Porque vem muita coisa;) recomendo","Izumo, Japão"
Grupiara,2390013,restaurante-review,flavinha_zanini,2016-08-11,2016-08-26,4.0,"Comida de qualidade","Comida farta e muito boa a preço justo. Os pratos servem tranquilamente para duas pessoas, talvez até 3. Quase na esquina da rua da quitanda.","Bauru, SP"
Grupiara,2390013,restaurante-review,siliunes,2016-08-07,2016-08-26,4.0,"Almoço tarde","Lugar bem central com mesas do lado de fora. Não demos muita sorte e o atendimento estava precário. Tivemos que entrar para pedir para sermos servidos. O pedido veio até rápido mas trocaram a mandioca que era cozida para frita! Acho que demos azar pelo horário!","Brasília, DF"
Grupiara,2390013,restaurante-review,RegiCorrea,2016-08-02,2016-07-26,5.0,"Uma agradável surpresa","Final de semana de vesperata, cidade cheia. Conhecemos o Grupiara meio sem querer, meu filho de 8 anos faminto e como tinha mesa fomos nele mesmo. Mas olha a surpresa, pratos variados, deliciosos e bem servidos. Tinha um mexidão mineiro (aqui como nome de Surubão rsrsrs) excelente. Provei um prato com carne de porco e 'samambaia' delicioso demais. E a cerveja, na temperatura perfeita. Além do atendimento simpático de todo mundo. Simples, como pode ser e muito, muito bom.","São Paulo, SP"
Grupiara,2390013,restaurante-review,GomesAndrea,2016-07-27,2016-07-26,3.0,"Experiência no restaurante Grupiara","Variedade de pratos!! No horário do almoço além dos pratos a la Carte servem refeições (pratos montados) com preços bem em conta, e por isso fica bem cheio. Fiz duas refeições nesse restaurante uma janta (pedimos um tornedor ao alho e óleo carne veio em um pequeno caldeirão com bastante óleo e alho, nunca tinha visto e nem experimentado esse prato servido dessa maneira, achei que por isso a carne ficou muito bem passada quanto aos acompanhamentos ( farofa de ovos, arroz e batatas fritas) estavam ótimos. No almoço no dia seguinte pedimos um prato típico: Andu Serenado (feijão verde com carne de sol, angu, arroz e mandioca). O prato veio com a carne, feijão verde , ovos mexidos , brócolis tudo misturado e enfeitado com pedaços de angu e torresmo, parecia um mexidão com bastante caldo servido em uma panela de barro. A aparecia não agradou, o arroz e a mandioca vieram a parte. A carne estava super gordurosa e dura não atendeu as expectativas....","Rio de Janeiro, RJ"
Grupiara,2390013,restaurante-review,InforWord F,2016-07-26,2016-06-26,4.0,"Restaurante Super aconchegante!!!","Localizado no centro histórico de Diamantina, possui ótimos pratos, com tempero sem igual!! Os preços que são um pouco elevados, mas com um sabor que pode compensar!",indef
Grupiara,2390013,restaurante-review,adeoliveira31,2016-07-25,2015-08-26,4.0,"Ótima comida e cerveja gelada!","Comida deliciosa e ótimo atendimento. Opções de carnes muito apetitosas e cerveja gelada! Lugar simples mas a comida é saborosa e os pratos fartos. O restaurante funciona tanto no almoço quanto no jantar e o preço é justo para o serviço prestado.","Diamantina"
Grupiara,2390013,restaurante-review,lorerg2013,2016-07-24,2016-07-26,5.0,"Maravilhoso filé de frango com queijo ao alho","Dentre os restaurantes que eu conheci em Diamantina, o Grupiara é um que merece destaque. O lugar é simples, mas a comida é saborosa e farta e o preço é honesto. Ontem pedimos uma porção de picanha com fritas e uma porção de filé de frango com queijo ao alho. Os dois pratos vieram muito bem servidos: além de bonitos (visualmente bem apresentados), são fartos e deliciosos. Estávamos em cinco pessoas, quatro adultos e uma criança de 11 anos, e ficamos satisfeitos. Além disso, o atendimento é muito bom; as atendentes são gentis e educadas, a cerveja é gelada e o suco de laranja é feito na hora. Vale lembrar que o restaurante funciona nos horários do almoço e do jantar. No almoço, serve a La Carte e executivo. No jantar, somente a la carte. Durante a semana, a cozinha fecha por volta das 23 horas.","Belo Horizonte, MG"
Grupiara,2390013,restaurante-review,JaimaOliveira,2016-07-23,2016-06-26,4.0,"Comida muoto gostosa e cerveja geladinha","Fomos (eu e meu marido) almoçar nesse restaurante. Ele é pequeno, por isso, pode acontecer de ter que aguardar uma mesa melhor. A comida é maravilhosa e a cerveja é muito gelada. Recomendadíssimo!","Marília, SP"
Grupiara,2390013,restaurante-review,Simone O,2016-07-23,2016-07-26,5.0,"Ótima comida e atendimento!","Comida deliciosa e tem um ótimo atendimento!! Comida caseira. Os pratos são muito bem servidos. O atendimento é acolhedor.",indef
Grupiara,2390013,restaurante-review,Reginasat,2016-07-22,2016-07-26,4.0,"Comida boa e farta!","A comida é excelente mas o serviço é muito demorado. O ambiente é bem simples e rústico. Os pratos são muito fartos e saborosos!","Belo Horizonte, MG"
